序号,关键词ID,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均停留秒,是否零点击词,CPC,浏览深度,异常标记
1482,1923,525368335,9811363528,0.0,0,0,,,1,,,
1483,1930,525368335,9811363528,6.29,5,39,0.5,478,0,1.258,7.8,
1484,1935,525368335,9811363528,1.11,2,2,1.0,5,0,0.555,1.0,
1485,1939,525368335,9811363528,0.2,1,0,0.0,0,0,0.2,0.0,浏览<点击
1486,1952,525368335,9811363528,23556.53,28520,31283,0.6368,210,0,0.826,1.0969,
1487,1955,525368335,9811363528,0.0,0,0,,,1,,,
1488,1957,525368335,9811363528,0.0,0,0,,,1,,,
1489,1958,525368335,9811363528,0.73,2,1,1.0,19,0,0.365,0.5,浏览<点击
1490,1965,525368335,9811363528,0.0,0,0,,,1,,,
1491,1988,525368335,9811363528,0.15,1,1,1.0,1,0,0.15,1.0,
1492,1996,525368335,9811363528,0.0,0,0,,,1,,,
1493,2010,525368335,9811363528,2.75,3,2,1.0,120,0,0.9167,0.6667,浏览<点击
1494,2015,525368335,9811363528,0.0,0,0,,,1,,,
1495,2019,525368335,9811363528,4.98,5,3,1.0,42,0,0.996,0.6,浏览<点击
1496,2030,525368335,9811363528,0.5,1,1,1.0,33,0,0.5,1.0,
1497,2042,525368335,9811363528,0.31,1,1,1.0,5,0,0.31,1.0,
1498,2043,525368335,9811363528,2.64,2,0,0.0,0,0,1.32,0.0,浏览<点击
1499,2051,525368335,9811363528,0.0,0,0,,,1,,,
1500,2054,525368335,9811363528,0.92,1,1,1.0,1728,0,0.92,1.0,
1501,2056,525368335,9811363528,24.53,26,52,0.3684,155,0,0.9435,2.0,
1502,2060,525368335,9811363528,0.83,1,0,0.0,0,0,0.83,0.0,浏览<点击
1503,2071,525368335,9811363528,0.0,0,0,,,1,,,
1504,2072,525368335,9811363528,0.0,0,0,,,1,,,
1505,2076,525368335,9811363528,3.75,5,5,0.6667,95,0,0.75,1.0,
1506,2078,525368335,9811363528,127.96,115,117,0.9231,86,0,1.1127,1.0174,
1507,2091,525368335,9811363528,4.76,5,2,1.0,120,0,0.952,0.4,浏览<点击
1508,2092,525368335,9811363528,0.0,0,0,,,1,,,
1509,2093,525368335,9811363528,1.85,3,11,0.6667,289,0,0.6167,3.6667,
1510,2095,525368335,9811363528,0.0,0,0,,,1,,,
1511,2101,525368335,9811363528,3.75,3,5,0.5,172,0,1.25,1.6667,
1512,2113,525368335,9811363528,66.87,69,68,0.8776,45,0,0.9691,0.9855,浏览<点击
1513,2116,525368335,9811363528,23.67,33,18,1.0,54,0,0.7173,0.5455,浏览<点击
1514,2127,525368335,9811363528,16.0,6,7,0.8333,7,0,2.6667,1.1667,
1515,2146,525368335,9811363528,0.0,0,0,,,1,,,
1516,2147,525368335,9811363528,12.55,11,5,1.0,27,0,1.1409,0.4545,浏览<点击
1517,2166,525368335,9811363528,0.0,0,0,,,1,,,
1518,2175,525368335,9811363528,8.76,7,19,0.75,144,0,1.2514,2.7143,
1519,2177,525368335,9811363528,0.0,0,0,,,1,,,
1520,2180,525368335,9811363528,0.0,0,0,,,1,,,
1521,2186,525368335,9811363528,8.06,8,48,0.8571,1078,0,1.0075,6.0,
1522,2191,525368335,9811363528,0.0,0,0,,,1,,,
1523,2198,525368335,9811363528,2.35,2,2,1.0,166,0,1.175,1.0,
1524,2206,525368335,9811363528,32.01,43,63,0.8378,162,0,0.7444,1.4651,
1525,2214,525368335,9811363528,0.0,0,0,,,1,,,
1526,2217,525368335,9811363528,2.02,2,8,0.5,41,0,1.01,4.0,
1527,2225,525368335,9811363528,2.93,5,5,0.75,45,0,0.586,1.0,
1528,2226,525368335,9811363528,0.0,0,0,,,1,,,
1529,2231,525368335,9811363528,0.0,0,0,,,1,,,
1530,2232,525368335,9811363528,0.0,0,0,,,1,,,
1531,2233,525368335,9811363528,16.86,20,10,0.8889,175,0,0.843,0.5,浏览<点击
1532,2236,525368335,9811363528,0.0,0,0,,,1,,,
1533,2238,525368335,9811363528,0.0,0,0,,,1,,,
1534,2243,525368335,9811363528,2.54,2,3,0.5,86,0,1.27,1.5,
1535,2267,525368335,9811363528,1.45,2,5,0.5,128,0,0.725,2.5,
1536,2274,525368335,9811363528,15.49,4,0,0.0,0,0,3.8725,0.0,浏览<点击
1537,2277,525368335,9811363528,0.0,0,0,,,1,,,
1538,2278,525368335,9811363528,0.72,1,2,0.0,4,0,0.72,2.0,
1539,2282,525368335,9811363528,0.0,0,0,,,1,,,
1540,2283,525368335,9811363528,0.0,0,0,,,1,,,
1541,2284,525368335,9811363528,0.0,0,0,,,1,,,
1542,2288,525368335,9811363528,1.64,2,2,1.0,3,0,0.82,1.0,
1543,2291,525368335,9811363528,2.75,3,0,0.0,0,0,0.9167,0.0,浏览<点击
1544,2295,525368335,9811363528,5.07,2,1,1.0,9,0,2.535,0.5,浏览<点击
1545,2304,525368335,9811363528,9.61,12,11,0.75,61,0,0.8008,0.9167,浏览<点击
1546,2322,525368335,9811363528,0.0,0,0,,,1,,,
1547,2331,525368335,9811363528,3.33,4,5,1.0,64,0,0.8325,1.25,
1548,2335,525368335,9811363528,0.59,1,0,0.0,0,0,0.59,0.0,浏览<点击
1549,2337,525368335,9811363528,0.0,0,0,,,1,,,
1550,2339,525368335,9811363528,0.0,0,0,,,1,,,
1551,2354,525368335,9811363528,60.44,58,87,0.6364,197,0,1.0421,1.5,
1552,2356,525368335,9811363528,0.0,0,0,,,1,,,
1553,2357,525368335,9811363528,7.84,9,19,0.7143,77,0,0.8711,2.1111,
1554,2371,525368335,9811363528,20.29,22,81,0.5294,209,0,0.9223,3.6818,
1555,2380,525368335,9811363528,0.0,0,0,,,1,,,
1556,2382,525368335,9811363528,26.76,27,51,0.8182,149,0,0.9911,1.8889,
1557,2387,525368335,9811363528,0.0,0,0,,,1,,,
1558,2418,525368335,9811363528,7.31,6,7,0.8,16,0,1.2183,1.1667,
1559,2422,525368335,9811363528,0.0,0,0,,,1,,,
1560,2424,525368335,9811363528,6.26,4,3,1.0,1,0,1.565,0.75,浏览<点击
1561,2425,525368335,9811363528,0.0,0,0,,,1,,,
1562,2426,525368335,9811363528,0.0,0,0,,,1,,,
1563,2436,525368335,9811363528,1.86,2,1,1.0,1,0,0.93,0.5,浏览<点击
1564,2441,525368335,9811363528,0.0,0,0,,,1,,,
1565,2442,525368335,9811363528,2.2,2,0,0.0,0,0,1.1,0.0,浏览<点击
1566,2453,525368335,9811363528,2.48,3,1,1.0,120,0,0.8267,0.3333,浏览<点击
1567,2458,525368335,9811363528,0.0,0,0,,,1,,,
1568,2460,525368335,9811363528,0.84,1,1,1.0,11,0,0.84,1.0,
1569,2465,525368335,9811363528,0.0,0,0,,,1,,,
1570,2467,525368335,9811363528,4.9,8,2,0.0,16,0,0.6125,0.25,浏览<点击
1571,2474,525368335,9811363528,0.0,0,0,,,1,,,
1572,2476,525368335,9811363528,0.0,0,0,,,1,,,
1573,2482,525368335,9811363528,0.0,0,0,,,1,,,
1574,2500,525368335,9811363528,27.75,34,83,0.5714,223,0,0.8162,2.4412,
1575,2509,525368335,9811363528,0.0,0,0,,,1,,,
1576,2518,525368335,9811363528,16.92,15,61,0.5833,427,0,1.128,4.0667,
1577,2534,525368335,9811363528,12.84,11,25,0.75,119,0,1.1673,2.2727,
1578,2546,525368335,9811363528,12.2,11,56,0.4,251,0,1.1091,5.0909,
1579,2547,525368335,9811363528,0.65,1,4,0.0,97,0,0.65,4.0,
1580,2549,525368335,9811363528,0.0,0,0,,,1,,,
1581,2553,525368335,9811363528,2.88,4,2,1.0,61,0,0.72,0.5,浏览<点击
1582,2557,525368335,9811363528,126.11,148,160,0.844,71,0,0.8521,1.0811,
1583,2559,525368335,9811363528,0.0,0,0,,,1,,,
1584,2563,525368335,9811363528,0.0,0,0,,,1,,,
1585,2564,525368335,9811363528,0.0,0,0,,,1,,,
1586,2569,525368335,9811363528,8.56,6,19,0.8,152,0,1.4267,3.1667,
1587,2571,525368335,9811363528,7.58,8,5,1.0,7,0,0.9475,0.625,浏览<点击
1588,2572,525368335,9811363528,4.75,5,7,0.75,50,0,0.95,1.4,
1589,2577,525368335,9811363528,22.78,23,65,0.5,208,0,0.9904,2.8261,
1590,2578,525368335,9811363528,18.31,21,21,0.7692,115,0,0.8719,1.0,
1591,2583,525368335,9811363528,0.0,0,0,,,1,,,
1592,2586,525368335,9811363528,5.37,2,1,1.0,120,0,2.685,0.5,浏览<点击
1593,2591,525368335,9811363528,0.0,0,0,,,1,,,
1594,2597,525368335,9811363528,12.23,15,19,0.6667,106,0,0.8153,1.2667,
1595,2610,525368335,9811363528,0.1,1,1,1.0,2,0,0.1,1.0,
1596,2616,525368335,9811363528,8.53,12,16,0.8,227,0,0.7108,1.3333,
1597,2618,525368335,9811363528,0.0,0,0,,,1,,,
1598,2624,525368335,9811363528,43.85,44,57,0.8125,71,0,0.9966,1.2955,
1599,2632,525368335,9811363528,0.0,0,0,,,1,,,
1600,2633,525368335,9811363528,877.62,769,1298,0.6834,212,0,1.1412,1.6879,
1601,2636,525368335,9811363528,0.0,0,0,,,1,,,
1602,2638,525368335,9811363528,8.93,9,34,0.4286,304,0,0.9922,3.7778,
1603,2655,525368335,9811363528,0.99,3,3,1.0,43,0,0.33,1.0,
1604,2665,525368335,9811363528,0.0,0,0,,,1,,,
1605,2666,525368335,9811363528,0.0,0,0,,,1,,,
1606,2668,525368335,9811363528,18.74,26,20,0.7857,88,0,0.7208,0.7692,浏览<点击
1607,2675,525368335,9811363528,1.83,1,5,0.0,140,0,1.83,5.0,
1608,2678,525368335,9811363528,0.0,0,0,,,1,,,
1609,2684,525368335,9811363528,0.0,0,0,,,1,,,
1610,2685,525368335,9811363528,0.0,0,0,,,1,,,
1611,2705,525368335,9811363528,15.07,15,17,0.8462,36,0,1.0047,1.1333,
1612,2711,525368335,9811363528,0.35,1,0,0.0,0,0,0.35,0.0,浏览<点击
1613,2718,525368335,9811363528,1.15,2,2,1.0,120,0,0.575,1.0,
1614,2719,525368335,9811363528,1.63,3,5,0.6667,22,0,0.5433,1.6667,
1615,2724,525368335,9811363528,17.48,15,24,0.7692,145,0,1.1653,1.6,
1616,2731,525368335,9811363528,3.0,2,2,1.0,120,0,1.5,1.0,
1617,2734,525368335,9811363528,7.95,8,54,0.4,679,0,0.9938,6.75,
1618,2738,525368335,9811363528,0.0,0,0,,,1,,,
1619,2739,525368335,9811363528,0.0,0,0,,,1,,,
1620,2742,525368335,9811363528,2201.88,6284,4228,0.9227,58,0,0.3504,0.6728,浏览<点击
1621,2749,525368335,9811363528,4.24,5,3,1.0,4,0,0.848,0.6,浏览<点击
1622,2754,525368335,9811363528,0.0,0,0,,,1,,,
1623,2758,525368335,9811363528,0.0,0,0,,,1,,,
1624,2759,525368335,9811363528,1.33,2,8,0.5,397,0,0.665,4.0,
1625,2762,525368335,9811363528,3.98,5,4,1.0,62,0,0.796,0.8,浏览<点击
1626,2767,525368335,9811363528,4.47,6,3,1.0,629,0,0.745,0.5,浏览<点击
1627,2768,525368335,9811363528,3.5,4,2,1.0,61,0,0.875,0.5,浏览<点击
1628,2770,525368335,9811363528,1.86,2,2,1.0,61,0,0.93,1.0,
1629,2771,525368335,9811363528,0.0,0,0,,,1,,,
1630,2775,525368335,9811363528,10.21,9,9,0.8333,64,0,1.1344,1.0,
1631,2790,525368335,9811363528,6.8,6,4,1.0,246,0,1.1333,0.6667,浏览<点击
1632,2796,525368335,9811363528,0.56,1,1,1.0,120,0,0.56,1.0,
1633,2799,525368335,9811363528,0.0,0,0,,,1,,,
1634,2806,525368335,9811363528,45.31,44,60,0.8293,154,0,1.0298,1.3636,
1635,2807,525368335,9811363528,128.13,146,236,0.8,32,0,0.8776,1.6164,
1636,2826,525368335,9811363528,0.15,1,1,1.0,2,0,0.15,1.0,
1637,2835,525368335,9811363528,2.16,2,15,0.5,309,0,1.08,7.5,
1638,2840,525368335,9811363528,0.0,0,0,,,1,,,
1639,2843,525368335,9811363528,4124.08,5431,5542,0.7917,117,0,0.7594,1.0204,
1640,2847,525368335,9811363528,0.0,0,0,,,1,,,
1641,2854,525368335,9811363528,8.89,7,9,0.6667,123,0,1.27,1.2857,
1642,2855,525368335,9811363528,10.02,11,10,1.0,92,0,0.9109,0.9091,浏览<点击
1643,2858,525368335,9811363528,7.04,6,13,0.25,283,0,1.1733,2.1667,
1644,2859,525368335,9811363528,4.18,3,3,0.0,45,0,1.3933,1.0,
1645,2861,525368335,9811363528,0.0,0,0,,,1,,,
1646,2875,525368335,9811363528,0.0,0,0,,,1,,,
1647,2877,525368335,9811363528,1.46,1,3,0.5,72,0,1.46,3.0,
1648,2884,525368335,9811363528,0.0,0,0,,,1,,,
1649,2888,525368335,9811363528,0.0,0,0,,,1,,,
1650,2890,525368335,9811363528,3.71,4,82,0.3333,2573,0,0.9275,20.5,
1651,2904,525368335,9811363528,4.24,6,3,1.0,69,0,0.7067,0.5,浏览<点击
1652,2905,525368335,9811363528,11.09,19,16,0.9091,83,0,0.5837,0.8421,浏览<点击
1653,2914,525368335,9811363528,4623.04,5627,3428,0.7333,205,0,0.8216,0.6092,浏览<点击
1654,2916,525368335,9811363528,1.83,1,1,1.0,1,0,1.83,1.0,
1655,2919,525368335,9811363528,90.58,106,104,0.9079,95,0,0.8545,0.9811,浏览<点击
1656,2939,525368335,9811363528,0.0,0,0,,,1,,,
1657,2947,525368335,9811363528,0.0,0,0,,,1,,,
1658,2953,525368335,9811363528,0.85,1,1,1.0,0,0,0.85,1.0,
1659,2955,525368335,9811363528,2.82,5,5,1.0,43,0,0.564,1.0,
1660,2961,525368335,9811363528,3144.54,4114,5321,0.9121,95,0,0.7644,1.2934,
1661,2964,525368335,9811363528,4.03,3,2,1.0,7,0,1.3433,0.6667,浏览<点击
1662,2975,525368335,9811363528,0.0,0,0,,,1,,,
1663,2976,525368335,9811363528,0.15,1,1,1.0,1,0,0.15,1.0,
1664,2978,525368335,9811363528,2698.76,4658,6365,0.9164,86,0,0.5794,1.3665,
1665,2979,525368335,9811363528,0.0,0,0,,,1,,,
1666,2989,525368335,9811363528,0.0,0,0,,,1,,,
1667,2990,525368335,9811363528,3.5,2,1,1.0,2,0,1.75,0.5,浏览<点击
1668,2994,525368335,9811363528,0.0,0,0,,,1,,,
1669,2996,525368335,9811363528,1.0,1,3,0.0,21,0,1.0,3.0,
1670,2997,525368335,9811363528,35.47,36,33,0.8571,55,0,0.9853,0.9167,浏览<点击
1671,3009,525368335,9811363528,0.0,0,0,,,1,,,
1672,3012,525368335,9811363528,0.0,0,0,,,1,,,
1673,3022,525368335,9811363528,0.0,0,0,,,1,,,
1674,3024,525368335,9811363528,4.23,5,14,0.6667,42,0,0.846,2.8,
1675,3029,525368335,9811363528,1.8,1,3,0.0,51,0,1.8,3.0,
1676,3035,525368335,9811363528,0.0,0,0,,,1,,,
1677,3043,525368335,9811363528,0.95,1,8,0.0,141,0,0.95,8.0,
1678,3045,525368335,9811363528,24.51,22,68,0.3889,274,0,1.1141,3.0909,
1679,3060,525368335,9811363528,0.0,0,0,,,1,,,
1680,3062,525368335,9811363528,0.0,0,0,,,1,,,
1681,3063,525368335,9811363528,0.0,0,0,,,1,,,
1682,3068,525368335,9811363528,0.0,0,0,,,1,,,
1683,3072,525368335,9811363528,5.77,6,6,1.0,70,0,0.9617,1.0,
1684,3073,525368335,9811363528,38.81,35,99,0.6,110,0,1.1089,2.8286,
1685,3076,525368335,9811363528,0.0,0,0,,,1,,,
1686,3078,525368335,9811363528,33.02,29,54,0.6364,167,0,1.1386,1.8621,
1687,3082,525368335,9811363528,1.32,1,1,1.0,1,0,1.32,1.0,
1688,3090,525368335,9811363528,1.9,1,0,0.0,0,0,1.9,0.0,浏览<点击
1689,3102,525368335,9811363528,0.0,0,0,,,1,,,
1690,3107,525368335,9811363528,0.0,0,0,,,1,,,
1691,3116,525368335,9811363528,0.0,0,0,,,1,,,
1692,3124,525368335,9811363528,0.3,2,2,1.0,120,0,0.15,1.0,
1693,3126,525368335,9811363528,0.0,0,0,,,1,,,
1694,3135,525368335,9811363528,0.0,0,0,,,1,,,
1695,3138,525368335,9811363528,0.0,0,0,,,1,,,
1696,3147,525368335,9811363528,0.0,0,0,,,1,,,
1697,3151,525368335,9811363528,0.0,0,0,,,1,,,
1698,3158,525368335,9811363528,1.99,1,1,1.0,11,0,1.99,1.0,
1699,3164,525368335,9811363528,0.0,0,0,,,1,,,
1700,3178,525368335,9811363528,10.08,13,14,0.8889,88,0,0.7754,1.0769,
1701,3179,525368335,9811363528,3.04,5,4,0.6667,1275,0,0.608,0.8,浏览<点击
1702,3181,525368335,9811363528,11.07,13,50,0.75,623,0,0.8515,3.8462,
1703,3182,525368335,9811363528,0.0,0,0,,,1,,,
1704,3185,525368335,9811363528,2.72,4,2,1.0,62,0,0.68,0.5,浏览<点击
1705,3188,525368335,9811363528,0.0,0,0,,,1,,,
1706,3202,525368335,9811363528,32.23,27,119,0.6316,228,0,1.1937,4.4074,
1707,3206,525368335,9811363528,0.0,0,0,,,1,,,
1708,3211,525368335,9811363528,4.96,6,6,1.0,26,0,0.8267,1.0,
1709,3222,525368335,9811363528,1176.51,172,337,0.7801,144,0,6.8402,1.9593,
1710,3235,525368335,9811363528,0.0,0,0,,,1,,,
1711,3262,525368335,9811363528,0.0,0,0,,,1,,,
1712,3267,525368335,9811363528,9.34,6,8,0.6667,57,0,1.5567,1.3333,
1713,3275,525368335,9811363528,0.0,0,0,,,1,,,
1714,3280,525368335,9811363528,30.61,27,55,0.75,218,0,1.1337,2.037,
1715,3281,525368335,9811363528,1.75,2,1,1.0,120,0,0.875,0.5,浏览<点击
1716,3284,525368335,9811363528,0.0,0,0,,,1,,,
1717,3300,525368335,9811363528,0.1,1,0,0.0,0,0,0.1,0.0,浏览<点击
1718,3305,525368335,9811363528,10.73,11,11,0.75,32,0,0.9755,1.0,
1719,3313,525368335,9811363528,36.15,43,107,0.5143,400,0,0.8407,2.4884,
1720,3320,525368335,9811363528,0.15,1,1,1.0,0,0,0.15,1.0,
1721,3326,525368335,9811363528,0.0,0,0,,,1,,,
1722,3331,525368335,9811363528,1.01,1,1,1.0,120,0,1.01,1.0,
1723,3333,525368335,9811363528,0.0,0,0,,,1,,,
1724,3340,525368335,9811363528,0.0,0,0,,,1,,,
1725,3347,525368335,9811363528,0.0,0,0,,,1,,,
1726,3348,525368335,9811363528,0.0,0,0,,,1,,,
1727,3352,525368335,9811363528,4.01,3,3,1.0,81,0,1.3367,1.0,
1728,3359,525368335,9811363528,2.83,3,1,1.0,6,0,0.9433,0.3333,浏览<点击
1729,3363,525368335,9811363528,0.0,0,0,,,1,,,
1730,3365,525368335,9811363528,1.95,1,2,0.0,70,0,1.95,2.0,
1731,3369,525368335,9811363528,0.0,0,0,,,1,,,
1732,3375,525368335,9811363528,0.0,0,0,,,1,,,
1733,3387,525368335,9811363528,0.0,0,0,,,1,,,
1734,3392,525368335,9811363528,0.0,0,0,,,1,,,
1735,3395,525368335,9811363528,0.0,0,0,,,1,,,
1736,3396,525368335,9811363528,1.26,1,1,1.0,4,0,1.26,1.0,
1737,3413,525368335,9811363528,1.41,1,1,1.0,10,0,1.41,1.0,
1738,3431,525368335,9811363528,0.0,0,0,,,1,,,
1739,3442,525368335,9811363528,0.0,0,0,,,1,,,
1740,3446,525368335,9811363528,0.0,0,0,,,1,,,
1741,3453,525368335,9811363528,0.0,0,0,,,1,,,
1742,3455,525368335,9811363528,0.0,0,0,,,1,,,
1743,3456,525368335,9811363528,0.0,0,0,,,1,,,
1744,3460,525368335,9811363528,0.6,1,0,0.0,0,0,0.6,0.0,浏览<点击
1745,3463,525368335,9811363528,0.53,2,2,1.0,120,0,0.265,1.0,
1746,3473,525368335,9811363528,7.85,7,13,0.75,139,0,1.1214,1.8571,
1747,3476,525368335,9811363528,6.72,7,19,0.75,405,0,0.96,2.7143,
1748,3481,525368335,9811363528,8.14,12,62,0.4,474,0,0.6783,5.1667,
1749,3486,525368335,9811363528,0.15,1,2,0.0,39,0,0.15,2.0,
1750,3487,525368335,9811363528,5.23,5,4,1.0,4,0,1.046,0.8,浏览<点击
1751,3495,525368335,9811363528,2.74,4,10,0.6667,226,0,0.685,2.5,
1752,3505,525368335,9811363528,0.0,0,0,,,1,,,
1753,3515,525368335,9811363528,2110.21,88,180,0.6615,152,0,23.9797,2.0455,CPC极高
1754,3529,525368335,9811363528,0.0,0,0,,,1,,,
1755,3535,525368335,9811363528,9.73,8,21,0.5714,157,0,1.2162,2.625,
1756,3541,525368335,9811363528,3.12,4,3,0.0,1359,0,0.78,0.75,浏览<点击
1757,3543,525368335,9811363528,0.0,0,0,,,1,,,
1758,3544,525368335,9811363528,0.9,1,4,0.0,444,0,0.9,4.0,
1759,3566,525368335,9811363528,0.0,0,0,,,1,,,
1760,3575,525368335,9811363528,167.95,71,201,0.6,316,0,2.3655,2.831,
1761,3586,525368335,9811363528,0.0,0,0,,,1,,,
1762,3595,525368335,9811363528,3343.5,420,418,0.8,121,0,7.9607,0.9952,浏览<点击
1763,3597,525368335,9811363528,44.81,51,65,0.8333,110,0,0.8786,1.2745,
1764,3622,525368335,9811363528,0.0,0,0,,,1,,,
1765,3634,525368335,9811363528,1.18,1,0,0.0,0,0,1.18,0.0,浏览<点击
1766,3640,525368335,9811363528,0.0,0,0,,,1,,,
1767,3643,525368335,9811363528,3.44,5,4,1.0,96,0,0.688,0.8,浏览<点击
1768,3649,525368335,9811363528,33.42,4,3,0.0,56,0,8.355,0.75,浏览<点击
1769,3657,525368335,9811363528,0.0,0,0,,,1,,,
1770,3659,525368335,9811363528,0.0,0,0,,,1,,,
1771,3663,525368335,9811363528,0.0,0,0,,,1,,,
1772,3665,525368335,9811363528,3.95,5,15,0.6667,68,0,0.79,3.0,
1773,3671,525368335,9811363528,0.0,0,0,,,1,,,
1774,3673,525368335,9811363528,0.85,1,0,0.0,0,0,0.85,0.0,浏览<点击
1775,3679,525368335,9811363528,0.0,0,0,,,1,,,
1776,3685,525368335,9811363528,0.0,0,0,,,1,,,
1777,3692,525368335,9811363528,16.38,15,49,0.5,306,0,1.092,3.2667,
1778,3697,525368335,9811363528,1.28,1,0,0.0,0,0,1.28,0.0,浏览<点击
1779,3698,525368335,9811363528,0.0,0,0,,,1,,,
1780,3703,525368335,9811363528,1.28,1,1,1.0,1156,0,1.28,1.0,
1781,3704,525368335,9811363528,0.0,0,0,,,1,,,
1782,3705,525368335,9811363528,0.0,0,0,,,1,,,
1783,3716,525368335,9811363528,1.44,1,1,1.0,11,0,1.44,1.0,
1784,3733,525368335,9811363528,0.71,1,1,1.0,120,0,0.71,1.0,
1785,3742,525368335,9811363528,1.99,2,1,1.0,120,0,0.995,0.5,浏览<点击
1786,3749,525368335,9811363528,11.54,14,11,1.0,36,0,0.8243,0.7857,浏览<点击
1787,3750,525368335,9811363528,0.0,0,0,,,1,,,
1788,3759,525368335,9811363528,0.97,1,1,1.0,1,0,0.97,1.0,
1789,3760,525368335,9811363528,9.1,17,15,0.9286,96,0,0.5353,0.8824,浏览<点击
1790,3769,525368335,9811363528,4.68,6,12,0.8,67,0,0.78,2.0,
1791,3775,525368335,9811363528,4.81,4,6,0.75,47,0,1.2025,1.5,
1792,3779,525368335,9811363528,2.4,2,0,0.0,0,0,1.2,0.0,浏览<点击
1793,3814,525368335,9811363528,0.0,0,0,,,1,,,
1794,3819,525368335,9811363528,0.0,0,0,,,1,,,
1795,3821,525368335,9811363528,0.0,0,0,,,1,,,
1796,3835,525368335,9811363528,0.0,0,0,,,1,,,
1797,3843,525368335,9811363528,6.63,5,13,0.4,74,0,1.326,2.6,
1798,3844,525368335,9811363528,0.0,0,0,,,1,,,
1799,3857,525368335,9811363528,0.0,0,0,,,1,,,
1800,3865,525368335,9811363528,0.0,0,0,,,1,,,
1801,3893,525368335,9811363528,0.0,0,0,,,1,,,
1802,3907,525368335,9811363528,0.0,0,0,,,1,,,
1803,3916,525368335,9811363528,0.58,1,0,0.0,0,0,0.58,0.0,浏览<点击
1804,3921,525368335,9811363528,0.0,0,0,,,1,,,
1805,3923,525368335,9811363528,316.24,20,94,0.5263,244,0,15.812,4.7,CPC极高
1806,3924,525368335,9811363528,4.53,6,21,0.5,246,0,0.755,3.5,
1807,3934,525368335,9811363528,4.48,4,6,0.6667,131,0,1.12,1.5,
1808,3936,525368335,9811363528,155.23,28,51,0.8696,72,0,5.5439,1.8214,
1809,3949,525368335,9811363528,13.87,13,6,1.0,124,0,1.0669,0.4615,浏览<点击
1810,3951,525368335,9811363528,4.31,1,0,0.0,0,0,4.31,0.0,浏览<点击
1811,3964,525368335,9811363528,0.0,0,0,,,1,,,
1812,3968,525368335,9811363528,0.0,0,0,,,1,,,
1813,3973,525368335,9811363528,0.0,0,0,,,1,,,
1814,3979,525368335,9811363528,1.82,1,1,1.0,0,0,1.82,1.0,
1815,3989,525368335,9811363528,0.0,0,0,,,1,,,
1816,3991,525368335,9811363528,10.09,7,9,0.6,38,0,1.4414,1.2857,
1817,3996,525368335,9811363528,1.7,6,5,0.75,569,0,0.2833,0.8333,浏览<点击
1818,4005,525368335,9811363528,3.61,1,1,1.0,922,0,3.61,1.0,
1819,4012,525368335,9811363528,1.78,5,4,0.6667,82,0,0.356,0.8,浏览<点击
1820,4015,525368335,9811363528,0.0,0,0,,,1,,,
1821,4020,525368335,9811363528,0.0,0,0,,,1,,,
1822,4025,525368335,9811363528,4371.61,319,1051,0.5397,264,0,13.7041,3.2947,CPC极高
1823,4026,525368335,9811363528,0.0,0,0,,,1,,,
1824,4032,525368335,9811363528,11.18,11,52,0.2727,252,0,1.0164,4.7273,
1825,4039,525368335,9811363528,1.21,2,2,1.0,29,0,0.605,1.0,
1826,4041,525368335,9811363528,0.78,1,2,0.0,15,0,0.78,2.0,
1827,4042,525368335,9811363528,1.73,7,20,0.25,350,0,0.2471,2.8571,
1828,4045,525368335,9811363528,2116.51,24,117,0.5714,341,0,88.1879,4.875,CPC极高
1829,4051,525368335,9811363528,0.0,0,0,,,1,,,
1830,4053,525368335,9811363528,223.0,37,100,0.7333,287,0,6.027,2.7027,
1831,4082,525368335,9811363528,0.0,0,0,,,1,,,
1832,4089,525368335,9811363528,0.0,0,0,,,1,,,
1833,4090,525368335,9811363528,15.57,18,15,0.8182,59,0,0.865,0.8333,浏览<点击
1834,4091,525368335,9811363528,44.79,64,337,0.4,581,0,0.6998,5.2656,
1835,4106,525368335,9811363528,0.0,0,0,,,1,,,
1836,4108,525368335,9811363528,2.36,3,2,0.0,82,0,0.7867,0.6667,浏览<点击
1837,4111,525368335,9811363528,0.54,1,1,1.0,120,0,0.54,1.0,
1838,4152,525368335,9811363528,0.0,0,0,,,1,,,
1839,4153,525368335,9811363528,0.0,0,0,,,1,,,
1840,4158,525368335,9811363528,4.79,3,3,1.0,312,0,1.5967,1.0,
1841,4162,525368335,9811363528,0.0,0,0,,,1,,,
1842,4163,525368335,9811363528,1.26,1,0,0.0,0,0,1.26,0.0,浏览<点击
1843,4171,525368335,9811363528,5.91,6,7,0.75,258,0,0.985,1.1667,
1844,4184,525368335,9811363528,0.0,0,0,,,1,,,
1845,4189,525368335,9811363528,8.85,8,19,0.3333,77,0,1.1062,2.375,
1846,4199,525368335,9811363528,0.0,0,0,,,1,,,
1847,4202,525368335,9811363528,1.12,1,0,0.0,0,0,1.12,0.0,浏览<点击
1848,4210,525368335,9811363528,13.71,12,18,0.75,130,0,1.1425,1.5,
1849,4212,525368335,9811363528,37.2,30,81,0.6667,242,0,1.24,2.7,
1850,4224,525368335,9811363528,0.0,0,0,,,1,,,
1851,4236,525368335,9811363528,0.0,0,0,,,1,,,
1852,4248,525368335,9811363528,0.0,0,0,,,1,,,
